Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-10-31,60.8962,61.071,53.799,56.1642,2093596.8245884
2020-11-30,56.6024,61.2467,55.2008,58.092,2413590.5031739
2020-12-31,57.9172,60.2823,57.2163,59.6694,2035050.4126968
2021-01-31,59.845,60.8962,57.7415,59.5815,1718470.0379053
2021-02-28,59.5815,61.5093,56.7781,58.3555,1637906.0131634
2021-03-31,58.7059,61.3346,57.2163,59.231,2616572.2367725
2021-04-30,59.4936,63.2614,59.0124,61.728,2598616.0510431
2021-05-31,61.728,65.2771,60.458,64.2258,2610933.6731242
2021-06-30,64.5762,71.6405,63.5432,70.5883,2340822.5386187
2021-07-31,70.4511,74.1109,68.8042,73.3789,1501513.7598587
2021-08-31,73.4704,77.0845,72.098,76.7642,831654.80294509
2021-09-30,77.3133,83.2604,76.0322,80.1495,1202780.275126
2021-10-31,79.3718,91.2662,78.6857,89.8938,2529795.8461114
2021-11-30,90.9459,90.9459,79.1889,80.3783,1515089.3751088
2021-12-31,80.3783,82.0252,76.81,79.0974,2163455.3383911
2022-01-31,79.9208,79.9208,71.1373,75.0716,2147221.652431
2022-02-28,75.3004,75.4833,64.0465,67.7062,2252449.3382095
2022-03-31,68.5297,76.5813,64.3666,73.7907,2242913.2909462
2022-04-30,74.5226,76.261,67.4775,71.3203,1596936.5310241
2022-05-31,71.2745,72.8757,65.1444,70.4968,2040846.3621108
2022-06-30,71.2745,74.175,63.8729,72.3542,1874313.5796741
2022-07-31,72.3062,73.5042,68.2812,69.1917,1215242.086992
2022-08-31,69.6708,74.75,67.6104,68.7125,1651543.304396
2022-09-30,68.8083,73.0729,65.6937,66.2687,1884467.4783158
2022-10-31,66.125,68.6646,60.8542,65.8854,1372816.6956922
2022-11-30,66.4604,71.6354,64.3042,70.0542,1540325.2174362
2022-12-31,70.1979,73.4562,67.8979,69.575,1325641.0435169
2023-01-31,69.575,73.7917,68.7604,72.9771,1497951.6522176
2023-02-28,73.7917,78.2479,72.5937,76.5229,1235493.9130795
2023-03-31,76.6667,77.5292,68.7604,72.9292,1588579.8261333
2023-04-30,73.4083,82.3687,71.5875,80.8833,1415457.3913456
2023-05-31,80.8354,88.0229,78.2958,78.9187,2187461.2174551
