Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-04-30,238.681,257.615,234.69,251.788,53298.175180101
2019-05-31,251.788,255.067,240.873,252.884,23102.18977999
2019-06-30,252.884,253.605,230.681,245.97,46478.102187705
2019-07-31,244.874,249.24,231.411,246.691,38612.408757399
2019-08-31,247.422,248.628,227.046,239.595,61418.978099446
2019-09-30,239.595,261.588,223.876,233.311,71242.335763241
2019-10-31,234.882,248.235,219.163,241.166,53905.839413651
2019-11-30,241.166,258.446,241.166,249.806,70625.912405604
2019-12-31,249.413,279.261,249.413,271.799,83471.167879483
2020-01-31,268.657,284.366,268.657,284.366,135475.1824757
2020-02-29,285.161,318.151,271.799,285.937,227632.11677815
2020-03-31,276.119,302.432,221.529,249.02,180072.26276568
2020-04-30,249.02,289.874,243.522,286.33,89143.795616456
2020-05-31,287.115,287.115,252.948,266.301,97695.985397096
2020-06-30,271.799,365.279,249.806,344.071,206291.6058302
2020-07-31,346.82,367.635,326.791,341.322,149241.24086925
2020-08-31,340.929,388.45,340.929,375.097,260504.0145869
2020-09-30,375.882,396.679,354.629,390.733,130360.94889929
2020-10-31,388.185,412.388,345.715,348.263,212452.55473504
2020-11-30,347.414,395.83,344.016,392.852,142749.63503012
2020-12-31,390.733,428.107,375.864,417.485,165647.08028457
2021-01-31,417.914,435.751,405.173,406.872,121454.01459312
2021-02-28,408.571,457.836,406.022,444.245,120059.12408223
2021-03-31,441.697,481.619,419.613,475.673,200973.72261876
2021-04-30,478.221,527.487,471.426,522.39,166386.13137943
2021-05-31,524.089,570.833,507.95,569.92,356151.45983811
2021-06-30,570.833,608.28,525.167,592.753,189512.40875066
2021-07-31,598.233,654.86,590.013,634.767,122644.16057846
2021-08-31,641.16,647.553,577.227,606.453,94408.029192863
2021-09-30,604.627,622.893,563.527,581.793,175273.3576564
2021-10-31,575.4,606.453,548.913,571.747,233472.26276329
2021-11-30,572.66,574.487,516.947,528.82,117967.88320641
2021-12-31,529.733,579.053,495.94,557.133,205308.39415141
2022-01-31,566.267,621.067,547.087,554.393,151140.87590566
2022-02-28,557.133,569.92,462.147,525.167,129944.89050514
2022-03-31,524.253,616.5,474.933,553.48,281856.56933048
2022-04-30,557.133,633.853,555.307,586.36,136401.45984792
2022-05-31,586.36,589.1,519.687,564.44,122224.81751279
2022-06-30,566.267,577.227,519.687,553.48,204427.00729014
2022-07-31,554.393,566.267,511,550,256289.68612945
2022-08-31,550,588,520,553,365456
2022-09-30,553,560,476,483.5,327923
2022-10-31,483,520,433.5,493,245780
2022-11-30,497,594,490.5,591,173298
2022-12-31,594,605,444,457,525963
2023-01-31,461.5,501,461.5,499,571819
2023-02-28,500,528,486,497.5,251920
2023-03-31,500,564,478.5,530,493316
2023-04-30,535,586,514,567,314225
2023-05-31,571,584.5,561.5,568.5,201912
